root_category,found_in_category,pageid,title,url,categories,matched_keyword,latitude,longitude,date
Category:3rd-century BC books,Category:Panchatantra,57217993,Jungle Tales (TV series),https://en.wikipedia.org/?curid=57217993,Category:2004 Indian television series debuts | Category:Animated television series about birds | Category:Animated television series about fish | Category:Animated television series about insects | Category:Animated television series about mammals | Category:Animated television series about reptiles and amphibians | Category:Cartoon Network (Indian TV channel) original programming | Category:Indian children's animated television series | Category:Indian computer-animation | Category:Panchatantra | Category:Television shows set in jungles,Indian,21.872205,79.179059,2004
Category:3rd-century BC books,Category:Panchatantra,23132358,Kalīla wa-Dimna,https://en.wikipedia.org/?curid=23132358,Category:4th-century books | Category:6th-century books | Category:8th-century Arabic-language books | Category:Abbasid literature | Category:Collections of fables | Category:Fables | Category:Indian literature | Category:Literary duos | Category:Medieval Arabic literature | Category:Panchatantra | Category:Persian literature,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,11393305,Katha (storytelling format),https://en.wikipedia.org/?curid=11393305,Category:Hindu literature | Category:Hindu traditions | Category:Oral tradition | Category:Panchatantra | Category:Performing arts in India | Category:Puranas | Category:Ramayana | Category:Sanskrit literature | Category:Storytelling | Category:Works based on the Bhagavata Purana,India,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,2225690,Ion Keith-Falconer,https://en.wikipedia.org/?curid=2225690,"Category:1856 births | Category:1887 deaths | Category:19th-century British scholars | Category:19th-century Scottish translators | Category:Alumni of Trinity College, Cambridge | Category:Bevan family | Category:British Sanskrit scholars | Category:British male cyclists | Category:British missionary linguists | Category:Clergy from Edinburgh | Category:Cyclists from Edinburgh | Category:Deaths from malaria | Category:Linguists from Scotland | Category:Lord Almoner's Professors of Arabic (Cambridge) | Category:Panchatantra | Category:People educated at Harrow School | Category:Protestant missionaries in Yemen | Category:Scottish Protestant missionaries | Category:Scottish evangelicals | Category:Scottish male cyclists | Category:Scottish orientalists | Category:Younger sons of earls",Scotland,57.0,-4.0,-300
Category:3rd-century BC books,Category:Panchatantra,72429827,Kokasa,https://en.wikipedia.org/?curid=72429827,Category:Ancient Indian people | Category:Indian architects | Category:Indian male sculptors | Category:Panchatantra,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,36989557,Kshemendra,https://en.wikipedia.org/?curid=36989557,Category:11th-century historians | Category:11th-century poets | Category:11th-century translators | Category:Indian poet stubs | Category:Kashmiri poets | Category:Panchatantra | Category:Sanskrit writers,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,4078994,The Lion and the Mouse,https://en.wikipedia.org/?curid=4078994,Category:ATU 1-99 | Category:Aesop's Fables | Category:Ancient Greek literature | Category:Animal tales | Category:Fables about lions | Category:Fables by Laurentius Abstemius | Category:Fairy tales about talking animals | Category:Greek folklore | Category:La Fontaine's Fables | Category:Literary duos | Category:Mice and rats in literature | Category:Panchatantra | Category:Short stories about talking animals | Category:Works about friendship,Greek,39.080457,21.806332,-300
Category:3rd-century BC books,Category:Panchatantra,27508732,"The Lion, the Bear and the Fox",https://en.wikipedia.org/?curid=27508732,Category:Aesop's Fables | Category:Animals in Buddhism | Category:Bears in literature | Category:Fables about lions | Category:Indian fairy tales | Category:Indian folklore | Category:Indian literature | Category:Jataka tales | Category:La Fontaine's Fables | Category:Literature featuring anthropomorphic foxes | Category:Panchatantra,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,4961443,List of rasa'il in the Encyclopedia of the Brethren of Purity,https://en.wikipedia.org/?curid=4961443,Category:10th-century Arabic-language books | Category:Islamic philosophical texts | Category:Medieval Islamic world-related lists | Category:Panchatantra | Category:Philosophical literature of the medieval Islamic world,Arabic,27.289421,37.11467,-300
Category:3rd-century BC books,Category:Panchatantra,44992721,Madhu Malathi,https://en.wikipedia.org/?curid=44992721,Category:1960s Kannada-language film stubs | Category:1960s Kannada-language films | Category:1966 Indian films | Category:1966 films | Category:Films based on Indian folklore | Category:Films scored by G. K. Venkatesh | Category:Indian films based on plays | Category:Indian romantic drama films | Category:Panchatantra,Indian,21.872205,79.179059,1960
Category:3rd-century BC books,Category:Panchatantra,69722471,Heyat Mahmud,https://en.wikipedia.org/?curid=69722471,"Category:1693 births | Category:1760 deaths | Category:18th-century Bengali poets | Category:18th-century Indian Muslims | Category:Bengali Muslims | Category:Panchatantra | Category:People from Pirganj Upazila, Rangpur | Category:People from the Bengal Subah | Category:Qadis",Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,2243367,Vallathol Narayana Menon,https://en.wikipedia.org/?curid=2243367,Category:1878 births | Category:1958 deaths | Category:19th-century Indian male writers | Category:19th-century Indian poets | Category:20th-century Indian male writers | Category:20th-century Indian poets | Category:Deaf poets | Category:Indian Sanskrit scholars | Category:Indian deaf people | Category:Indian male poets | Category:Kathakali | Category:Malayalam poets | Category:Malayali people | Category:Panchatantra | Category:Poets from Kerala | Category:Recipients of the Padma Bhushan in literature & education | Category:Translators of Kalidasa | Category:Writers from Malappuram district,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,25173796,The milkmaid and her pail,https://en.wikipedia.org/?curid=25173796,Category:ATU 1350-1439 | Category:Daydreaming | Category:Fables | Category:Indian fairy tales | Category:Indian folklore | Category:La Fontaine's Fables | Category:Panchatantra,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,27693982,The Mouse Turned into a Maid,https://en.wikipedia.org/?curid=27693982,Category:ATU 2000-2199 | Category:Anthropomorphic mice and rats | Category:Fairy tales about shapeshifting | Category:Fairy tales about talking animals | Category:Fictional mice and rats | Category:Indian fairy tales | Category:Indian folklore | Category:La Fontaine's Fables | Category:Panchatantra | Category:Short stories about talking animals | Category:Works about marriage,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,1633378,Ali-Shir Nava'i,https://en.wikipedia.org/?curid=1633378,Category:1441 births | Category:1501 deaths | Category:15th-century Arabic-language poets | Category:15th-century Persian-language poets | Category:15th-century writers | Category:Arabic-language Iranian poets | Category:Chagatai-language writers | Category:Hanafis | Category:Maturidis | Category:Officials of the Timurid Empire | Category:Panchatantra | Category:People from Herat | Category:Poets from the Timurid Empire | Category:Poets of the medieval Islamic world | Category:Scholars from the Timurid Empire | Category:Sufis,Persian,32.326038,54.118245,-300
Category:3rd-century BC books,Category:Panchatantra,63092610,Nitisara,https://en.wikipedia.org/?curid=63092610,Category:Ancient Indian literature | Category:Chanakya | Category:Dharmaśāstra | Category:Hindu texts | Category:Military strategy books | Category:Panchatantra | Category:Political books | Category:Sanskrit books | Category:Sanskrit literature | Category:Sanskrit texts,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,353918,Thomas North,https://en.wikipedia.org/?curid=353918,"Category:1535 births | Category:1604 deaths | Category:16th-century English lawyers | Category:16th-century English translators | Category:Alumni of Peterhouse, Cambridge | Category:Greek–English translators | Category:Italian–English translators | Category:North family | Category:Panchatantra | Category:Younger sons of barons",Greek,39.080457,21.806332,-300
Category:3rd-century BC books,Category:Panchatantra,40673046,Patrick Olivelle,https://en.wikipedia.org/?curid=40673046,Category:1942 births | Category:Linguists from Sri Lanka | Category:Linguists of Sanskrit | Category:Living people | Category:Panchatantra | Category:Sanskrit–English translators | Category:Sri Lankan Indologists | Category:University of Texas at Austin faculty,Sri Lanka,7.861949,80.683752,-300
Category:3rd-century BC books,Category:Panchatantra,43079,One Thousand and One Nights,https://en.wikipedia.org/?curid=43079,Category:ATU 850-999 | Category:Anonymous works | Category:Arab culture | Category:Arabian mythology | Category:Arabic erotic literature | Category:Books about folklore | Category:Books illustrated by John Tenniel | Category:Cultural depictions of Baybars | Category:Cultural depictions of Harun al-Rashid | Category:Egyptian folklore | Category:Erotic fiction | Category:Fantasy adventure | Category:Frame stories | Category:Iranian folklore | Category:Iraqi folklore | Category:Islamic literature | Category:Medieval Arabic literature | Category:One Thousand and One Nights | Category:Panchatantra | Category:Persian literature | Category:Persian mythology | Category:Works subject to expurgation,Persian,32.326038,54.118245,-300
Category:3rd-century BC books,Category:Panchatantra,28351860,Narayan Pandit,https://en.wikipedia.org/?curid=28351860,Category:10th-century Indian writers | Category:9th-century Indian writers | Category:Indian Hindus | Category:Indian religious writers | Category:Indian writer stubs | Category:Panchatantra | Category:Sanskrit writers,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,5604422,Pāṇini,https://en.wikipedia.org/?curid=5604422,Category:5th-century BC Indian writers | Category:5th-century BC mathematicians | Category:6th-century BC mathematicians | Category:Ancient Indian grammar works | Category:Ancient Indian mathematicians | Category:Ancient Sanskrit grammarians | Category:Indian Sanskrit scholars | Category:Morphologists | Category:Panchatantra | Category:Patna | Category:People from Gandhara | Category:Sanskrit poets | Category:Swabi District | Category:Taxila Tehsil | Category:Vyakarana,Indian,21.872205,79.179059,-300
Category:3rd-century BC books,Category:Panchatantra,38355111,Norman Mosley Penzer,https://en.wikipedia.org/?curid=38355111,Category:1892 births | Category:1960 deaths | Category:20th-century British translators | Category:British Sanskrit scholars | Category:British bibliographers | Category:British orientalists | Category:English orientalists | Category:English travel writers | Category:Fellows of the Royal Geographical Society | Category:Panchatantra | Category:Sanskrit–English translators,Norman,48.88,0.17,-300
Category:3rd-century BC books,Category:Panchatantra,49425554,Pinglak,https://en.wikipedia.org/?curid=49425554,Category:Ancient Indian literature | Category:Fables | Category:History of literature | Category:Medieval Arabic literature | Category:Oral tradition | Category:Panchatantra | Category:Storytelling,Indian,21.872205,79.179059,-300
